# VDIFF	I_in
-0.999686	-6.69547e-05
-0.8997071	-6.02794e-05
-0.7997706	-5.36026e-05
-0.6997767	-4.69194e-05
-0.5998184	-4.02336e-05
-0.4998664	-3.35336e-05
-0.3998708	-2.68355e-05
-0.2999281	-2.01363e-05
-0.1999385	-1.34292e-05
-0.0999633	-6.7168e-06
4.7796e-06	8.980052e-10
0.099975	6.7224e-06
0.1999557	1.34535e-05
0.2999467	2.01907e-05
0.3998864	2.6931e-05
0.4998824	3.36817e-05
0.5998613	4.04384e-05
0.6998101	4.71999e-05
0.7998074	5.39249e-05
0.8997606	6.07092e-05
0.9997427	6.75046e-05
