# VDIFF	I_in
-0.9997576	-6.29409e-05
-0.8997754	-5.66629e-05
-0.7998257	-5.03832e-05
-0.6998298	-4.40985e-05
-0.5998518	-3.78007e-05
-0.4999027	-3.15117e-05
-0.3999038	-2.52163e-05
-0.2999525	-1.89198e-05
-0.1999572	-1.26169e-05
-0.0999734	-6.3105e-06
-1.3236e-06	1.489653e-10
0.0999868	6.3148e-06
0.1999651	1.26344e-05
0.2999627	1.89595e-05
0.3999159	2.52866e-05
0.4999171	3.16221e-05
0.5998992	3.79613e-05
0.6998613	4.43042e-05
0.7998624	5.06378e-05
0.8998245	5.69991e-05
0.9998092	6.33624e-05
