# VDIFF	I_in
-0.9998406	-4.61789e-05
-0.8998498	-4.15868e-05
-0.7998876	-3.69823e-05
-0.6998827	-3.23797e-05
-0.5999091	-2.77736e-05
-0.4999495	-2.31618e-05
-0.3999368	-1.85419e-05
-0.299975	-1.3918e-05
-0.1999759	-9.2856e-06
-0.0999859	-4.6463e-06
5.138872e-07	2.032192e-10
0.0999585	4.6525e-06
0.1999827	9.3108e-06
0.2999857	1.39806e-05
0.399945	1.86573e-05
0.4999559	2.33456e-05
0.5999496	2.80425e-05
0.6999193	3.27476e-05
0.7999215	3.74638e-05
0.8998901	4.21862e-05
0.9998802	4.69053e-05
