# VDIFF	I_in
-0.9996538	-6.53016e-05
-0.8996858	-5.8789e-05
-0.7997535	-5.22769e-05
-0.6997649	-4.57579e-05
-0.5998001	-3.92263e-05
-0.499858	-3.27018e-05
-0.3998666	-2.61697e-05
-0.2999236	-1.96366e-05
-0.1999393	-1.30959e-05
-0.0999665	-6.5505e-06
-9.6039e-06	4.07665e-10
0.0999661	6.555e-06
0.1999425	1.31177e-05
0.2999256	1.9687e-05
0.3998666	2.62605e-05
0.4998627	3.28435e-05
0.5998379	3.94325e-05
0.6997872	4.60273e-05
0.7997806	5.25838e-05
0.8997293	5.91934e-05
0.9997088	6.58135e-05
