-105.5706373990845	-113.2412500909554	-113.975154866364	-114.9474263972531	-46.33592976610328	189.2998976014834	306.3512808746362	303.1403297718466	300.27516763637	297.7339483242017	294.7308598547208	291.7712953313936	288.6647342640771	284.6885375131588	232.8704110106879	44.92605969679113	-146.8296064151559	-155.5518743237138	-158.388908391598	-161.3884220633991	-164.5837885515743	-167.2080479757533	-169.523466711183	-172.4689012869067	-175.940062637295	-179.2639341924575	-181.9938772520993	-185.1798244041358	-188.4556352236567	-191.6345199176127	-194.6436906143857	-198.6079028339416	-201.928759638639	-205.0097024955225	-207.8024013131638	-210.8009815115551	-214.4656705994742	-218.4453784095743	-221.3948499570103	-223.9511510536271	-227.1733075835926	-230.3365549326689	-233.2142439886824	-236.1878351944841	-239.9028666164229	-243.5212920679704	-246.4179937504999	-249.5873113810949	-253.7918353148849	-257.8604631239127	-246.1694993095552	-123.8120300539959	126.2876031420638	158.8755150102719	154.9344158590158	151.3195776916774	147.4841562029973	143.9940834682663	140.5759039853575	137.3155675608073	133.6992725712406	129.6010186872125	125.9449338175767	122.3354884782383
-112.1285070408001	-117.2271640371795	-120.7319604808143	-122.9597492040649	-59.29243463453696	195.1731082842555	300.3487602638307	297.1015629282782	293.7002307741231	290.5516217391292	287.845481122903	284.5404923654214	281.8170972360741	278.6266852692372	224.758586886294	35.88221739665002	-154.4757421581043	-163.20633165372	-166.3388249978647	-169.2768738398588	-171.7877579768274	-174.2590119067225	-177.3532397452903	-180.2792165179548	-182.6528553236808	-185.6194475617467	-188.5298326693014	-191.5758843849763	-194.8385767703172	-198.1331565749069	-200.8633051437521	-203.4180021196857	-206.5136821536302	-210.3429511909569	-213.853828243519	-216.7297257927343	-219.8910173351651	-222.9265850905977	-225.5902312126649	-229.1327619455738	-232.8752778681172	-236.1491022916479	-239.5700196021599	-242.1511455479568	-244.9657277210375	-248.3052096012507	-252.5527235529102	-256.8905132236204	-260.4063586983486	-262.857115462477	-250.3527297651095	-132.6715038169917	120.3128084980593	153.778189588214	150.0748244050787	146.8718401543519	143.3477512687443	140.0896082074113	136.6639653311741	132.9973648140695	129.2786300273797	125.7196295860932	122.8982613651175	120.0201966633314
-121.0544103597921	-125.6515774019265	-128.6349675715529	-130.1735234929873	-63.1128447350726	193.6099428256746	293.3218898287231	289.8839980687003	286.7133890772423	284.0692595936478	281.8947746635876	279.0365886136454	275.8079969964741	271.7225344010519	217.1227786574956	27.41294394420524	-161.1779240929129	-168.9970649343744	-171.7495212644929	-174.9030884145171	-177.3328493046943	-179.9010751963618	-183.1551484333351	-186.4671572702167	-189.6938248557814	-192.3114514358674	-194.7216953910662	-197.5168082199055	-201.1405991031125	-204.618783970155	-207.8586749338506	-210.7237687964171	-213.588281007701	-216.2915010815098	-219.6770556869128	-223.0105829654613	-226.0154184522916	-228.2875959816024	-231.3589068751089	-235.0623620479345	-238.5613930668295	-242.0699643774101	-244.8701947016729	-247.0240340657265	-249.7150264833056	-253.3061034165843	-256.9919560277436	-261.0037600673855	-264.9569246865161	-267.589633860233	-254.5599348099782	-135.6745761265596	117.1323296859292	149.5482771725861	145.5749287646967	142.1506100536177	139.3210795139885	136.2024672678469	132.8924028567696	129.2653661840718	125.8121595776188	122.0777239596081	117.9282226098385	114.3537531893422
-127.0300719019239	-131.4301913625937	-134.1050636267162	-136.1166493342182	-70.02981791481307	185.9202301512971	285.3586173812853	282.2153879223051	279.7599176221342	277.3272160232226	274.903156278531	272.4018671381168	269.644315160893	265.9349158016237	209.7894548091539	19.50740149394753	-167.8940980008563	-174.1256283901318	-176.0015359444279	-179.2400292178145	-183.0949169146145	-186.6059988275386	-157.7448550377271	-148.8378338901274	-153.7414525594197	-196.1544833576055	-200.6789718265944	-203.4583753358665	-206.3263085327326	-209.0165179242739	-211.9116067294475	-214.9059830289312	-218.2809535376067	-221.4197437599614	-224.0338672049036	-226.8118842724462	-230.5221836836423	-233.9861171309548	-236.8228096404843	-229.4260170832855	-200.2041671501702	-203.4241013022132	-233.4623858099561	-252.4721717735062	-255.8612082228609	-258.9691018525899	-261.1605699373016	-264.4602871352056	-268.078836755577	-271.9057311728959	-258.3699162225763	-137.3855910933953	114.9072324429997	146.7130570302556	143.641001242955	140.0648158154148	136.6296756750138	133.2127746330442	129.1846594562355	125.4889549106393	122.1968303056065	119.2349701063627	116.761922269478	113.6279473138396
-134.6270229651007	-139.2435989663235	-142.3869388052884	-143.4647643038699	-71.01726679233502	183.4293024171915	280.2775818980967	276.2035259520713	272.7229212332056	269.7329416071501	267.3232557199356	265.6052375526093	263.5511445316325	260.271750108683	204.7925730173153	14.05400162268447	-174.7341008217081	-182.4827136980493	-184.7734998905919	-186.9247526398713	-188.9992312531296	-159.9156874818674	-140.0819937321091	-59.23780269234871	-72.5718398085591	-145.7615925140125	-197.7426458408961	-209.3942760079779	-212.5868633721052	-215.5934295759896	-218.2303641453205	-220.7650485271241	-223.0811789435583	-226.0794230438051	-228.9470950812519	-232.2741580378151	-235.0721031707315	-238.2531844856308	-220.4234653030967	-201.509124979968	-204.8262333018972	-183.3753467457645	-130.4143293664482	-170.9281192071108	-256.3062430174292	-263.1531449522229	-265.8505728576961	-268.5653300152145	-271.845354593548	-275.7280113694262	-260.7421859926121	-137.1108272975098	113.6391664577353	142.4091190935417	138.8982338001629	135.7892580080851	132.6474921370323	128.8549210901942	125.7291464492881	122.7472940454847	119.2473748759871	115.7407434521715	112.2417682196573	109.0957676594653
-141.0829172803359	-145.5672741583663	-147.7587338948998	-148.394015046192	-75.54974500180617	177.2090189742848	273.0885839748585	270.450331569495	267.7331333809498	264.5676222351779	261.8623169941161	259.5522632125023	257.2023611160938	253.6300983022709	198.6220883200403	9.042657483407936	-180.5068367333542	-187.7128123046318	-189.5643609378133	-192.1879601790164	-174.5740137060388	-137.9797768147576	-0.7767804093149095	142.3752600237574	195.0290411034339	146.8187505511916	-20.65529408605795	-181.009383471505	-218.4856695510917	-221.0202104521095	-223.6122245066738	-226.0488752232757	-228.7829687359028	-231.9677882271583	-234.8185133081396	-237.6298616382267	-240.5999840725351	-218.8496487432749	-199.3753092546398	-185.0512150020199	-22.2645480583319	114.0026363486948	131.3715564098778	51.84278208857954	-130.9470982584459	-262.4388257582951	-270.9701365776732	-273.8358533453273	-276.6395616521471	-280.1491744330242	-264.9235029532628	-137.9550888431461	110.3067339774386	138.3051699335076	135.2131167537669	132.6042183794502	129.0366381994497	124.5874906268281	120.837163870707	117.9687763150371	115.2676408225526	112.2840505392111	108.4284441592634	104.5591325059725
-149.4575845609684	-153.9213215912351	-155.8648320380873	-156.5663309858792	-84.36190491285188	170.3311753355325	266.0246881616546	263.3588678038149	261.0949258210786	259.4539960598728	257.1970038880262	254.2261137381792	250.6215985913347	246.5878271310975	192.899666710858	6.010576356188011	-184.8540343100377	-193.2792116944615	-196.1777305149433	-193.9483455225131	-147.38730422359	-12.91590699653278	153.6496389319127	220.9875878809516	219.2895228195972	214.776565168105	197.4765171298043	37.02933469966602	-147.1974926854974	-225.7060855636029	-228.6354206655874	-231.8221006102925	-234.6485712650698	-237.131651151937	-239.3126906830958	-241.5022062864277	-218.568679370676	-197.7985174090055	-157.4253483942073	44.57596851289375	162.7639787404201	170.8534711889274	167.4478416676502	155.7601571243344	46.73384596777365	-140.9595205320878	-270.63524477159	-277.5180779718537	-281.0024100152805	-284.511906219309	-269.4520222772646	-137.2257210173902	111.0880775893813	134.6653197820484	131.6231139494694	128.2996124063381	124.1773124761835	120.4008682123365	116.4119956908775	113.4357168069326	111.2506620442941	108.3549197485913	104.6123172526152	100.7886242302335
-156.934038721702	-161.5150760850706	-163.7911852905311	-164.7512100580188	-91.14106465525722	161.6975103037913	258.2860697602154	255.4611036023128	252.6473034850229	250.4361901823338	248.2465901576071	245.8940347428027	243.1764941657237	239.1780430116421	185.8064592176441	-2.757720577706522	-192.6026686588713	-200.8394930463159	-203.0254640608976	-176.442893794188	-86.24669343280524	119.9346228010886	217.2704774795854	215.4302771972397	212.6187786238472	210.0425043178539	207.5469127089603	189.8222234107459	35.27339177326147	-151.2139148189438	-235.1713900458639	-237.3933792345904	-239.7912930623288	-242.2166906934782	-245.4487853548015	-237.0778556017474	-201.0379975308341	-152.6834634536278	65.315171858319	168.0292246840447	168.1128979270092	164.7882857874019	161.7167776923244	158.346350530143	143.0080982130245	3.361843988042317	-172.0671395465347	-283.9067921712416	-287.2218115573245	-289.6997238426717	-272.9793600558297	-135.4791327613158	106.3777328017539	129.1708255251217	126.3634426201029	123.7779026819831	120.4225532220577	117.1474403170688	113.5725368114475	110.543372518907	107.3928300250719	104.2383232754931	101.2750846737259	98.15782093614712
-163.524421943939	-167.5315120120172	-170.1018413746399	-171.8201897607493	-99.72445740307288	155.829791798256	252.0802520523238	249.5457016928126	247.8056659383375	245.7981619159738	242.4777555144366	239.0239873255896	236.5860884359875	233.7042624185984	179.9061988079074	-11.48047692662831	-199.5037084958461	-207.4324596377504	-209.9560851947249	-177.0579062299825	0.03344130449343652	201.6981871772236	213.3100420248971	209.6004136648419	206.2210986231715	204.0776735950643	202.2348422955843	198.7679237169045	182.200207147197	29.01007712384128	-160.1324718621639	-242.3084953900976	-244.4353479854539	-247.5251437111437	-248.6160766605726	-203.2916500351503	-164.323900789997	64.07576420590645	167.7631735813682	167.1699324050904	164.038731381716	160.2003378525902	156.3875440264909	153.8118482068555	150.3798046255264	90.44812097574734	-78.19146866973333	-273.9095910731318	-292.2654447124797	-295.6033491526932	-278.4725439857236	-136.6629485315013	106.0079732961263	125.2450812375882	121.479520811172	118.796737668702	116.2519005334258	113.7224107246188	109.9937003028959	105.9220005650907	102.7662342819431	99.59846429091246	96.41986597650215	93.7146473593191
-169.6172840325478	-173.7793712232298	-175.8875141257774	-176.3232502574354	-108.7177199250896	142.3703270313362	245.2122808111641	242.6855885584654	240.1984953866428	237.8197724056445	235.8362045411023	233.6206745067535	231.1180163053317	227.5932025706423	172.1329520692105	-19.16741716555978	-205.1691138928518	-212.1003880174719	-214.6505810420049	-188.2893072153923	34.04033342999571	204.7877218244159	207.2637363193437	204.5126624077715	201.3316651928613	198.4366235005813	196.3742200764042	194.3690435362547	191.2057611256103	163.3333892001238	3.227110113535588	-180.6854312734902	-214.5707275256349	-213.236183811465	-211.3315690910138	-196.7674460448085	15.65241933926513	161.7589473843921	165.3674526879367	162.9658441401313	159.785826346827	156.5865405840366	153.4005211390864	150.6256764268756	147.7896560258227	114.9022397491661	-52.93270263658334	-267.7531241114698	-294.2243042188306	-296.6163196085204	-279.9688751607692	-137.8376176525234	100.7929364730055	121.6465814794764	118.4227527339982	115.308515512044	112.4041554573722	109.7069379112075	106.7653610754551	103.0475375238261	99.40203854418365	95.81606830497955	93.33372841980803	90.58930806330488
