# VDIFF	I_in
-0.9996778	-6.03863e-05
-0.8996993	-5.43635e-05
-0.7997651	-4.83395e-05
-0.6997766	-4.23104e-05
-0.5998093	-3.62701e-05
-0.4998683	-3.02366e-05
-0.3998746	-2.41962e-05
-0.2999303	-1.8155e-05
-0.199946	-1.21071e-05
-0.0999652	-6.0555e-06
-1.1596e-06	8.387047e-10
0.0999782	6.0602e-06
0.1999522	1.21257e-05
0.2999368	1.81964e-05
0.3998793	2.42694e-05
0.4998754	3.03509e-05
0.5998503	3.64364e-05
0.6998033	4.25261e-05
0.7997893	4.86238e-05
0.8997497	5.46934e-05
0.9997295	6.07993e-05
