# VDIFF	I_in
-0.9997685	-5.67615e-05
-0.899782	-5.11019e-05
-0.7998328	-4.54417e-05
-0.6998248	-3.97636e-05
-0.5998601	-3.40959e-05
-0.4999112	-2.8426e-05
-0.3999056	-2.27486e-05
-0.2999499	-1.70695e-05
-0.1999576	-1.13841e-05
-0.0999731	-5.6945e-06
2.9391e-06	6.751018e-10
0.0999859	5.6988e-06
0.1999691	1.14036e-05
0.2999697	1.71145e-05
0.399923	2.28283e-05
0.4999248	2.85508e-05
0.5999088	3.4278e-05
0.6998697	4.00103e-05
0.7998701	4.57508e-05
0.8998402	5.14594e-05
0.9998225	5.72134e-05
