# VDIFF	I_in
-0.9997705	-5.79923e-05
-0.8997795	-5.22106e-05
-0.7998358	-4.64276e-05
-0.69984	-4.06388e-05
-0.599864	-3.48364e-05
-0.4999099	-2.90422e-05
-0.3999086	-2.32414e-05
-0.2999522	-1.74391e-05
-0.1999578	-1.16303e-05
-0.0999714	-5.8175e-06
-3.5835e-06	2.936709e-10
0.0999878	5.8214e-06
0.1999711	1.16482e-05
0.2999669	1.74811e-05
0.399923	2.33166e-05
0.4999242	2.91604e-05
0.5999104	3.50091e-05
0.6998732	4.08619e-05
0.7998663	4.67223e-05
0.8998361	5.25435e-05
0.9998294	5.8415e-05
