# VDIFF	I_in
-0.9997794	-5.74175e-05
-0.8997912	-5.16966e-05
-0.799845	-4.59737e-05
-0.6998419	-4.02443e-05
-0.5998679	-3.45023e-05
-0.4999173	-2.87665e-05
-0.3999145	-2.30227e-05
-0.2999578	-1.72771e-05
-0.1999636	-1.15235e-05
-0.0999796	-5.7648e-06
-2.9152e-06	5.531353e-10
0.0999848	5.7699e-06
0.1999736	1.15472e-05
0.2999717	1.73322e-05
0.3999257	2.31215e-05
0.4999263	2.8921e-05
0.5999106	3.47266e-05
0.6998725	4.05396e-05
0.7998739	4.63623e-05
0.899839	5.21385e-05
0.9998286	5.79804e-05
