# VDIFF	I_in
-0.9996465	-7.34309e-05
-0.8996753	-6.61077e-05
-0.7997424	-5.87825e-05
-0.6997568	-5.14515e-05
-0.5997978	-4.41173e-05
-0.4998518	-3.67708e-05
-0.3998555	-2.94249e-05
-0.2999172	-2.20781e-05
-0.199937	-1.47235e-05
-0.0999645	-7.3643e-06
-1.26151e-05	7.230736e-10
0.0999669	7.3698e-06
0.1999448	1.47473e-05
0.2999267	2.21316e-05
0.3998689	2.9519e-05
0.4998583	3.69174e-05
0.599831	4.43213e-05
0.6997908	5.16966e-05
0.799776	5.91181e-05
0.8997224	6.6546e-05
0.9996991	7.39848e-05
