# VDIFF	I_in
-0.9995855	-7.28196e-05
-0.8996122	-6.55586e-05
-0.7996897	-5.82968e-05
-0.6997121	-5.10289e-05
-0.5997661	-4.37569e-05
-0.499816	-3.64716e-05
-0.3998366	-2.91874e-05
-0.2998992	-2.19011e-05
-0.1999238	-1.46064e-05
-0.0999591	-7.3062e-06
-6.2582e-06	1.700231e-10
0.0999624	7.3121e-06
0.1999292	1.46335e-05
0.2999129	2.19628e-05
0.3998422	2.92958e-05
0.4998287	3.66403e-05
0.5997955	4.39926e-05
0.6997485	5.13134e-05
0.7997271	5.86941e-05
0.8996663	6.6079e-05
0.9996368	7.3475e-05
