# VDIFF	I_in
-0.9998453	-4.17735e-05
-0.8998366	-3.75992e-05
-0.7998925	-3.3436e-05
-0.6998845	-2.92678e-05
-0.5999133	-2.50982e-05
-0.4999542	-2.09258e-05
-0.3999426	-1.67478e-05
-0.299981	-1.2568e-05
-0.1999814	-8.3826e-06
-0.0999856	-4.1935e-06
-5.591e-06	5.455925e-10
0.0999666	4.1973e-06
0.1999829	8.3989e-06
0.2999894	1.26068e-05
0.3999449	1.68179e-05
0.4999593	2.10364e-05
0.5999479	2.52592e-05
0.6999166	2.94866e-05
0.7999216	3.37215e-05
0.8998879	3.79606e-05
0.9998865	4.22068e-05
