# VDIFF	I_in
-0.9997569	-6.1104e-05
-0.899767	-5.50152e-05
-0.7998343	-4.89246e-05
-0.6998354	-4.28262e-05
-0.5998598	-3.67151e-05
-0.4999098	-3.06104e-05
-0.3999055	-2.44982e-05
-0.2999519	-1.83836e-05
-0.1999613	-1.22614e-05
-0.0999785	-6.1336e-06
5.146876e-07	8.635439e-10
0.0999782	6.1389e-06
0.1999634	1.2285e-05
0.2999616	1.84387e-05
0.3999158	2.45968e-05
0.4999134	3.07645e-05
0.5998946	3.69386e-05
0.6998573	4.31192e-05
0.799851	4.931e-05
0.899822	5.54412e-05
0.9998066	6.16564e-05
