# VDIFF	I_in
-0.9997772	-5.20572e-05
-0.899789	-4.68656e-05
-0.7998495	-4.16728e-05
-0.6998397	-3.64646e-05
-0.599876	-3.12659e-05
-0.4999174	-2.60649e-05
-0.3999207	-2.0858e-05
-0.2999625	-1.56502e-05
-0.1999651	-1.04368e-05
-0.0999762	-5.2205e-06
6.9515e-06	4.218852e-10
0.09999	5.2238e-06
0.1999766	1.04518e-05
0.2999794	1.56846e-05
0.3999278	2.09188e-05
0.499935	2.61605e-05
0.599921	3.14052e-05
0.6998854	3.66534e-05
0.7998817	4.19078e-05
0.8998433	4.71656e-05
0.9998437	5.24098e-05
