# VDIFF	I_in
-0.9994934	-6.49365e-05
-0.8995259	-5.84591e-05
-0.7996136	-5.19819e-05
-0.6996427	-4.54974e-05
-0.5996956	-3.90013e-05
-0.4997695	-3.25126e-05
-0.3997988	-2.60172e-05
-0.2998693	-1.95207e-05
-0.1999048	-1.30179e-05
-0.0999463	-6.511e-06
2.641218e-07	4.509837e-10
0.0999574	6.5148e-06
0.1999177	1.30359e-05
0.2998827	1.95622e-05
0.3998066	2.60908e-05
0.4997838	3.2628e-05
0.5997428	3.91691e-05
0.6996774	4.57145e-05
0.7996555	5.2232e-05
0.8995876	5.879e-05
0.9995501	6.53578e-05
