# VDIFF	I_in
-0.9997805	-5.1942e-05
-0.8997916	-4.67603e-05
-0.799857	-4.15781e-05
-0.6998437	-3.63811e-05
-0.5998774	-3.11933e-05
-0.4999252	-2.60034e-05
-0.3999187	-2.0808e-05
-0.2999602	-1.56119e-05
-0.1999631	-1.04108e-05
-0.0999747	-5.207e-06
1.1822e-06	1.199116e-10
0.0999972	5.2107e-06
0.1999832	1.04252e-05
0.299988	1.5644e-05
0.399943	2.08642e-05
0.4999508	2.60909e-05
0.5999395	3.13201e-05
0.699905	3.65529e-05
0.7999012	4.17917e-05
0.8998679	4.70325e-05
0.9998695	5.22674e-05
