# VDIFF	I_in
-0.9997217	-6.83361e-05
-0.8997376	-6.15236e-05
-0.7997997	-5.47112e-05
-0.6998052	-4.78903e-05
-0.5998475	-4.10682e-05
-0.4998805	-3.42298e-05
-0.3998861	-2.73947e-05
-0.2999372	-2.0557e-05
-0.1999522	-1.37108e-05
-0.0999692	-6.8584e-06
-5.0883e-06	3.86589e-10
0.0999814	6.8655e-06
0.1999634	1.37393e-05
0.2999569	2.06221e-05
0.3999017	2.75101e-05
0.4999001	3.44105e-05
0.5998784	4.13184e-05
0.6998317	4.82347e-05
0.7998357	5.51058e-05
0.8997944	6.20537e-05
0.9997769	6.90146e-05
