# VDIFF	I_in
-0.9997465	-6.33513e-05
-0.8997538	-5.70318e-05
-0.7998154	-5.07137e-05
-0.6998178	-4.43878e-05
-0.5998435	-3.80515e-05
-0.499897	-3.17215e-05
-0.3998925	-2.53845e-05
-0.2999438	-1.90466e-05
-0.1999567	-1.27021e-05
-0.0999706	-6.3534e-06
6.821938e-07	4.929936e-10
0.0999834	6.3578e-06
0.1999659	1.27217e-05
0.2999607	1.90914e-05
0.3999063	2.5464e-05
0.4999102	3.18451e-05
0.5998915	3.8232e-05
0.6998528	4.4623e-05
0.7998568	5.09901e-05
0.8998052	5.73974e-05
0.9997943	6.38129e-05
