# VDIFF	I_in
-0.9997022	-6.63602e-05
-0.8997193	-5.97424e-05
-0.7997804	-5.3123e-05
-0.6997887	-4.64964e-05
-0.5998206	-3.98603e-05
-0.4998764	-3.32296e-05
-0.3998771	-2.65919e-05
-0.2999308	-1.99529e-05
-0.199943	-1.33062e-05
-0.0999671	-6.6552e-06
-1.9953e-06	8.975851e-10
0.0999801	6.661e-06
0.1999566	1.33284e-05
0.2999508	2.00029e-05
0.3998946	2.66798e-05
0.4998924	3.33667e-05
0.599866	4.00587e-05
0.69982	4.67565e-05
0.7998191	5.34182e-05
0.8997752	6.01336e-05
0.9997579	6.68576e-05
