;Raman shift;Intensity;Baseline;Corrected Intensity;intensity_norm;intensity_sub;linear_baseline;intensity_final
296;1100.49;21414.3;20935.84556245128;478.4544375487203;0.013170829666110911;-0.05184745705786227;0.013175534597270553;-0.06502299165513283
297;1103.83;21289.3;20954.415384078977;334.8846159210225;0.009218658848048882;-0.050800777998302155;0.012448332065620439;-0.06324911006392259
298;1107.17;21390.7;20972.776196814735;417.92380318526557;0.011504550471654657;-0.04986715886660161;0.011721129533970275;-0.061588288400571886
299;1110.51;21451.8;20990.92823672733;460.87176327266934;0.012686816163903618;-0.046393502645865003;0.01099392700232016;-0.05738742964818516
300;1113.85;21659.2;21008.871740303464;650.3282596965364;0.01790214921906587;-0.043475529954264534;0.010266724470670046;-0.05374225442493458
301;1117.19;21702.7;21026.606944490715;676.0930555092855;0.01861139906691014;-0.039722633319956804;0.009539521939019881;-0.04926215525897669
302;1120.53;21675.1;21044.134086886985;630.9659131130138;0.017369145135972142;-0.039434064778487266;0.008812319407369767;-0.048246384185857034
303;1123.86;21860.7;21061.453405766257;799.246594233744;0.022001553184047923;-0.03795043252535007;0.008087294128808424;-0.04603772665415849
304;1127.19;21815.6;21078.565140033483;737.0348599665158;0.020288996896630104;-0.03453132463380848;0.007362268850247031;-0.04189359348405551
305;1130.53;21877.3;21095.46952939285;781.8304706071503;0.02152212446580882;-0.033808410004681815;0.0066350663185969164;-0.04044347632327873
306;1133.86;21912.4;21112.166814285574;800.2331857144272;0.02202871194217062;-0.02586310778888333;0.005910041040035572;-0.0317731488289189
307;1137.19;21743.7;21128.657235934705;615.0427640652961;0.016930814821950902;-0.03479541813916644;0.005185015761474178;-0.03998043390064061
308;1140.51;21811.8;21144.941036363514;666.858963636485;0.01835720422277623;-0.02506011457646032;0.0044621677360016055;-0.029522282312461925
309;1143.84;21843.4;21161.018458210317;682.381541789684;0.018784507674871102;-0.02529492444736362;0.0037371424574402616;-0.029032066904803883
310;1147.17;21869.8;21176.88974478027;692.9102552197292;0.019074340687813527;-0.02159365797913027;0.0030121171788788682;-0.024605775158009137
311;1150.49;21959.6;21192.555140060904;767.0448599390947;0.02111510815592547;-0.015423263474770844;0.0022892691534062955;-0.01771253262817714
312;1153.82;21960.7;21208.014888732654;752.6851112673467;0.0207198149180307;-0.016101339136643394;0.0015642438748449518;-0.017665583011488347
313;1157.14;22054.6;21223.26923624299;831.3307637570069;0.022884761904891887;-0.00783696005261868;0.0008413958493723294;-0.00867835590199101
314;1160.46;21956.2;21238.318428792078;717.8815712079231;0.019761747729336983;-0.010222224103526908;0.00011854782389975624;-0.010340771927426664
315;1163.78;22018.4;21253.1627134114;765.2372865886027;0.021065349518864223;-0.007950127576745864;-0.0006043002015728165;-0.007345827375173048
316;1167.1;22051.0;21267.802337850317;783.1976621496833;0.021559760331451336;0.00011627882037874501;-0.0013271482270453897;0.0014434270474241347
317;1170.42;22055.8;21282.237550623424;773.5624493765754;0.021294523484905382;0.0005789223323275118;-0.0020499962525180123;0.002628918584845524
318;1173.73;22187.7;21296.468601028504;891.2313989714967;0.024533698567166137;0.009523920675489718;-0.0027706670249018138;0.012294587700391532
319;1177.05;22028.8;21310.495739136913;718.3042608630858;0.01977338347354347;0.009256821175986828;-0.0034935150503743865;0.012750336226361214
320;1180.36;22122.1;21324.319215911244;797.7807840887544;0.021961202558727307;0.019322754624852792;-0.0042141858227581885;0.023536940447610982
321;1183.67;22065.8;21337.939283032378;727.8607169676216;0.020036452317066713;0.01679356899042022;-0.004934856595142041;0.02172842558556226
322;1186.98;22105.4;21351.356192978972;754.0438070210294;0.020757216912735785;0.02112727743620613;-0.0056555273675258436;0.026782804803731974
323;1190.29;22217.2;21364.570198957546;852.6298010424543;0.023471078950201365;0.021943417753523285;-0.006376198139909646;0.02831961589343293
324;1193.6;22311.9;21377.58155492865;934.3184450713525;0.025719793000534792;0.031369469726959774;-0.007096868912293447;0.03846633863925322
325;1196.91;22470.0;21390.390515705458;1079.6094842945422;0.029719345266002103;0.029713729565379387;-0.0078175396846773;0.03753126925005669
326;1200.21;22443.2;21402.99733703547;1040.2026629645297;0.028634559567118058;0.036568242637254514;-0.00853603320397233;0.045104275841226844
327;1203.52;22636.7;21415.4022757458;1221.2977242542001;0.03361972015595111;0.038038770838469876;-0.009256703976356131;0.04729547481482601
328;1206.82;22817.9;21427.605589703748;1390.2944102962538;0.038271838291589595;0.04591706156388904;-0.009975197495651162;0.055892259059540206
329;1210.12;22862.2;21439.607537997916;1422.592462002085;0.039160934732504996;0.05128486333924859;-0.010693691014946194;0.06197855435419478
330;1213.42;22974.7;21451.408381107205;1523.2916188927957;0.041932967634370336;0.05104197828821405;-0.011412184534241275;0.06245416282245533
331;1216.72;23193.2;21463.008380933115;1730.1916190668853;0.04762848312414728;0.0562497117445369;-0.012130678053536306;0.0683803897980732
332;1220.02;23379.6;21474.407800900433;1905.1921990995652;0.052445875649316055;0.05847001690837234;-0.012849171572831337;0.07131918848120368
333;1223.32;23662.4;21485.606906164125;2176.793093835877;0.05992246869767924;0.07384905200003627;-0.013567665092126369;0.08741671709216264
334;1226.61;23765.4;21496.605963784335;2268.794036215666;0.06245505831564574;0.06936437832007045;-0.014283981358332629;0.08364835967840308
335;1229.91;24163.3;21507.405242997997;2655.8947570020027;0.07311111510388785;0.07328037450911994;-0.015002474877627708;0.08828284938674764
336;1233.2;24195.6;21518.005015310842;2677.5949846891563;0.07370847606483456;0.08235817158081674;-0.01571879114383397;0.0980769627246507
337;1236.49;24681.2;21528.40555488451;3152.794445115491;0.08678970315673659;0.08975440019725173;-0.016435107410040232;0.10618950760729196
338;1239.78;24928.4;21538.607138558233;3389.7928614417688;0.09331376381455751;0.0983552630895857;-0.017151423676246492;0.11550668676583219
339;1243.07;25119.8;21548.61004632403;3571.18995367597;0.09830723867077346;0.09541530382925593;-0.017867739942452752;0.11328304377170868
340;1246.36;25666.9;21558.414561563714;4108.485438436288;0.11309783680255071;0.10755015427828131;-0.018584056208659012;0.12613421048694032
