# VDIFF	I_in
-0.9997971	-4.96102e-05
-0.8998037	-4.46647e-05
-0.7998534	-3.9708e-05
-0.6998542	-3.47562e-05
-0.5998869	-2.98031e-05
-0.4999304	-2.48468e-05
-0.3999223	-1.98842e-05
-0.299968	-1.49207e-05
-0.1999723	-9.9513e-06
-0.099979	-4.9775e-06
-8.7673e-06	4.934422e-10
0.0999493	4.9815e-06
0.1999747	9.9699e-06
0.2999709	1.49627e-05
0.3999253	1.99591e-05
0.4999371	2.49634e-05
0.5999228	2.99722e-05
0.6998857	3.49855e-05
0.799885	4.00064e-05
0.8998486	4.50313e-05
0.9998477	5.00429e-05
