# VDIFF	I_in
-0.9996889	-6.31634e-05
-0.8997051	-5.68669e-05
-0.7997745	-5.05692e-05
-0.6997804	-4.4264e-05
-0.5998096	-3.79473e-05
-0.4998717	-3.16375e-05
-0.3998743	-2.5319e-05
-0.2999283	-1.89989e-05
-0.1999426	-1.26709e-05
-0.0999665	-6.338e-06
-4.7534e-06	7.676539e-10
0.0999791	6.3444e-06
0.1999546	1.26956e-05
0.2999424	1.90534e-05
0.3998921	2.54155e-05
0.4998828	3.17877e-05
0.5998587	3.81662e-05
0.699814	4.45505e-05
0.7998146	5.09068e-05
0.8997624	5.73145e-05
0.9997433	6.3732e-05
