# VDIFF	I_in
-0.9996557	-7.31564e-05
-0.8996868	-6.5862e-05
-0.7997483	-5.85662e-05
-0.6997659	-5.12628e-05
-0.599804	-4.39573e-05
-0.4998484	-3.66384e-05
-0.399857	-2.93202e-05
-0.2999138	-2.20007e-05
-0.1999311	-1.46728e-05
-0.0999552	-7.3393e-06
8.4606e-06	7.924417e-10
0.0999815	7.3468e-06
0.1999628	1.47016e-05
0.2999461	2.20646e-05
0.3998823	2.94323e-05
0.4998756	3.68122e-05
0.5998497	4.42005e-05
0.6998101	5.15593e-05
0.7998011	5.89776e-05
0.8997506	6.64005e-05
0.9997278	7.38321e-05
