# VDIFF	I_in
-0.9997011	-6.76205e-05
-0.8997181	-6.08776e-05
-0.7997868	-5.41357e-05
-0.699795	-4.73869e-05
-0.5998355	-4.06336e-05
-0.4998748	-3.38682e-05
-0.3998773	-2.71038e-05
-0.2999311	-2.03384e-05
-0.1999445	-1.35644e-05
-0.0999631	-6.7851e-06
1.12722e-08	-4.83186e-11
0.0999877	6.7914e-06
0.1999634	1.359e-05
0.2999622	2.03966e-05
0.399904	2.72072e-05
0.4999	3.40289e-05
0.5998821	4.08575e-05
0.6998419	4.76934e-05
0.7998454	5.44874e-05
0.8997979	6.13511e-05
0.9997825	6.82261e-05
