# VDIFF	I_in
-0.9997627	-6.44847e-05
-0.8997794	-5.80588e-05
-0.7998348	-5.16334e-05
-0.6998392	-4.5199e-05
-0.5998601	-3.87515e-05
-0.4999147	-3.23096e-05
-0.3999116	-2.58592e-05
-0.2999532	-1.94062e-05
-0.1999627	-1.2944e-05
-0.0999844	-6.4756e-06
-1.11104e-05	3.882996e-10
0.0999795	6.4827e-06
0.1999598	1.29744e-05
0.2999618	1.94755e-05
0.3999072	2.59825e-05
0.4999106	3.25015e-05
0.5998987	3.90299e-05
0.6998539	4.55659e-05
0.7998644	5.20581e-05
0.8998209	5.86278e-05
0.9998083	6.52092e-05
