# VDIFF	I_in
-0.9996606	-5.48344e-05
-0.8996898	-4.93804e-05
-0.7997579	-4.3923e-05
-0.6997563	-3.84462e-05
-0.5998028	-3.29755e-05
-0.4998605	-2.74987e-05
-0.3998672	-2.20128e-05
-0.2999251	-1.65226e-05
-0.1999424	-1.10225e-05
-0.0999698	-5.5154e-06
-7.9311e-06	1.254428e-10
0.0999676	5.5219e-06
0.1999444	1.10549e-05
0.2999332	1.65974e-05
0.39987	2.21467e-05
0.4998647	2.77087e-05
0.5998392	3.32801e-05
0.6997897	3.88596e-05
0.7997734	4.44518e-05
0.8997313	4.99838e-05
0.9997072	5.55974e-05
