# VDIFF	I_in
-0.9997631	-5.99123e-05
-0.8997855	-5.39351e-05
-0.7998495	-4.79579e-05
-0.6998508	-4.19744e-05
-0.599868	-3.5983e-05
-0.4999198	-2.99966e-05
-0.3999116	-2.40035e-05
-0.2999576	-1.80097e-05
-0.199962	-1.201e-05
-0.0999752	-6.0068e-06
1.6828e-06	4.509046e-10
0.0999921	6.011e-06
0.1999806	1.20265e-05
0.2999801	1.80469e-05
0.3999323	2.40692e-05
0.4999376	3.00989e-05
0.5999244	3.61325e-05
0.6998874	4.21696e-05
0.7998846	4.82135e-05
0.8998594	5.42363e-05
0.9998491	6.0287e-05
