#Acq. time (s)=	60
#Accumulations=	10
#Range (cm-¹)=	50...3000
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	High Sensitivity
#Detector ADC=	1 MHz Ultra 
#Detector temperature (°C)=	-70.2
#Instrument=	LabRAM HR Evol
#Detector=	Synapse
#Objective=	x100
#Grating=	300gr_mm
#ND Filter=	50%
#Laser (nm)=	532
#Slit=	100.021
#Hole=	1000.03
#AFM=	Off
#Collection=	Microscope
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	34.5
#Full time(mm:ss)=	10:02
#Project=	NiSi_900Â°C
#Sample=	1
#Site=	
#Title=	Green_50%_100x_60sx10
#Remark=	
#Date=	10.03.2026 10:08
#Acquired=	10.03.2026 10:08:04
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
51.3771	6280.44
55.1338	6280.44
58.889	7099.78
62.6428	8402.89
66.395	9423.56
70.1436	10901.4
73.8928	13114.2
77.6406	15178.7
81.3868	18757.3
85.1315	24054.8
88.8748	32400.2
92.6144	40493.7
96.3546	43546.9
100.093	42447.3
103.831	34874.9
107.564	27001.6
111.298	23166.2
115.031	21783.1
118.763	21237.6
122.49	21606.3
126.218	23027.4
129.945	26524
133.668	30730.9
137.392	32646.8
141.115	33257.6
144.833	30432.6
148.553	26334.3
152.271	23414.6
155.985	21660.9
159.7	20524
163.413	20378
167.123	20743.4
170.834	21593.3
174.543	22949.6
178.248	23658.2
181.954	23475.6
185.657	22210.9
189.36	20319.6
193.059	18844.1
196.759	17947.1
200.458	17931.3
204.153	18432.1
207.849	18886.6
211.541	18929.3
215.234	18579.7
218.923	17900.9
222.613	17097.7
226.299	16640.2
229.986	16436.9
233.67	16305.1
237.354	16231.6
241.034	16119.1
244.715	16121.6
248.393	16122.6
252.069	16040.4
255.746	16153
259.419	16097.8
263.093	16098.7
266.763	16285.4
270.432	16315.4
274.101	16427.3
277.767	16493.2
281.434	16656.3
285.097	16828.2
288.758	16818.9
292.42	16949.7
296.079	16872.7
299.736	16913.7
303.394	16700.1
307.048	16615.8
310.701	16544.3
314.353	16421.9
318.005	16378.3
321.653	16380.9
325.3	16390.2
328.948	16380
332.592	16472
336.235	16512
339.876	16641.4
343.516	16833.1
347.157	17053
350.794	17234.4
354.43	17557.2
358.064	17662.8
361.697	17811
365.33	17695.9
368.96	17540.8
372.588	17218.4
376.215	16861.9
379.841	16549.7
383.465	16147.9
387.088	15901.6
390.711	15769.3
394.331	15542.3
397.949	15538.8
401.566	15446.4
405.182	15439.6
408.796	15413.2
412.409	15340
416.02	15370.3
419.63	15416.1
423.239	15312.1
426.846	15243.4
430.452	15337.7
434.056	15267.4
437.659	15241.8
441.26	15365.4
444.86	15348
448.459	15418.2
452.056	15345.6
455.652	15359.2
459.246	15364.1
462.839	15351.3
466.431	15399.7
470.021	15357.1
473.609	15339.9
477.197	15338.4
480.781	15481.6
484.365	15525.8
487.948	15437.8
491.53	15513.2
495.11	15542.4
498.689	15576.1
502.267	15659.9
505.841	15792.1
509.416	15793.6
512.989	15826.3
516.561	15847.7
520.131	15896.2
523.701	15888
527.266	15900.1
530.833	15769.8
534.398	15761.1
537.961	15723.3
541.521	15608.9
545.082	15614.7
548.642	15494.2
552.198	15370.7
555.754	15312.8
559.309	15275.7
562.863	15222.6
566.414	15033.6
569.965	14990.7
573.515	15083.9
577.061	14997.1
580.608	15040.4
584.153	15058.7
587.695	15151.6
591.238	15129.6
594.778	15124.7
598.318	15164.4
601.856	15330.1
605.392	15291.2
608.928	15345.9
612.46	15388.4
615.993	15576.6
619.523	15615.6
623.053	15624.9
626.58	15688.7
630.108	15687.9
633.632	15778.3
637.157	15822.6
640.679	15788.7
644.201	15822.1
647.72	15755.2
651.239	15754.7
654.756	15816.2
658.272	15837.7
661.786	16019.3
665.3	16065.4
668.81	16041.3
672.32	16242.7
675.83	16265.8
679.336	16390.7
682.843	16234.7
686.347	16438.8
689.85	16545.9
693.353	16679.4
696.853	16617.4
700.351	16791.1
703.85	16884
707.346	16815.1
710.84	16960.8
714.335	16988.9
717.827	17161.8
