	Raman shift	Intensity	Baseline	Corrected Intensity	Curve 1	Curve 2	Curve 3	Curve 4	Curve 5	Fit Sum
71.0	314.353	16129.6	10761.275737576088	5368.324262423912	0.32085409899191086	0.581124762288442	3.9784146334349406E-178	3.136786326922378	0.08817810752010921	4.12694329572284
72.0	318.005	16046.6	10812.18601229488	5234.41398770512	0.32329117806382884	0.5852404178790818	6.187032546723954E-177	3.1549493086348575	0.08864945160594888	4.152130356183717
73.0	321.653	16064.4	10862.7943828627	5201.6056171373	0.32575340281558535	0.5893953553734977	9.506205375259416E-176	3.173250279191199	0.08912406210219148	4.177523099482474
74.0	325.3	16003.9	10913.099960241436	5090.800039758564	0.32824316559287914	0.5935935247817388	1.4463329593479788E-174	3.191705798353606	0.0896023621125939	4.203144850840818
75.0	328.948	16166.9	10963.101907409035	5203.798092590965	0.3307622645307041	0.5978378625585157	2.1822978210136463E-173	3.2103278477346078	0.0900846550508827	4.229012629874711
76.0	332.592	16193.8	11012.79943825143	5181.000561748569	0.33330765183740735	0.6021231401897931	3.2533724907656306E-172	3.229092588894737	0.09057031670969205	4.255093697631629
77.0	336.235	16269.8	11062.191818692532	5207.608181307467	0.33588181143774964	0.6064534468662076	4.802879965833967E-171	3.2480170440621583	0.09105978099912455	4.28141208336524
78.0	339.876	16325.7	11111.278366466253	5214.421633533748	0.33848445643438363	0.6108282026642995	7.016196842469863E-170	3.2670977491967115	0.09155295130151643	4.307963359596911
79.0	343.516	16473.3	11160.058451382587	5313.241548617412	0.3411167291716143	0.6152492283773612	1.0149825944601549E-168	3.2863416995954906	0.09205000128782177	4.334757658432288
80.0	347.157	16630.4	11208.531495395731	5421.86850460427	0.3437805495271866	0.6197196426218472	1.4561622942683743E-167	3.305761458669146	0.09255124778681913	4.361812898604999
81.0	350.794	16960.0	11256.696973592301	5703.303026407699	0.3464727032623185	0.62423394760155	2.064294548173699E-166	3.3253321630223405	0.09305604168367883	4.389094855569888
82.0	354.43	17116.3	11304.554415277593	5811.745584722406	0.3491958373165302	0.628796478925293	2.8980254715686797E-165	3.3450716431235716	0.09356483569503189	4.416628795060427
83.0	358.064	17368.1	11352.103406789927	6015.996593210071	0.3519496631179668	0.6334066450247395	4.026156717965374E-164	3.36497632425805	0.0940775300912562	4.444410162492013
84.0	361.697	17554.9	11399.34359258507	6155.5564074149315	0.3547354075634842	0.6380663894375629	5.5393194490421834E-163	3.3850535641069404	0.09459430667758134	4.472449667785568
85.0	365.33	17512.6	11446.274677278752	6066.325322721246	0.35755434279272313	0.6427777240703435	7.552911815320924E-162	3.4053109443052345	0.09511535246631053	4.500758363634612
86.0	368.96	17481.4	11492.89642704226	5988.503572957741	0.3604046282560161	0.6475374575291107	1.0184332349359752E-160	3.4257336711863045	0.09564027898712703	4.5293160359585585
87.0	372.588	17177.3	11539.208668710125	5638.091331289874	0.3632875175659088	0.6523475688192737	1.359033509356153E-159	3.4463291806810634	0.09616926959099027	4.558133536657237
88.0	376.215	16873.0	11585.211289001905	5287.788710998095	0.3662043110451674	0.6572101072993699	1.7960657191457239E-158	3.4671051374565267	0.0967025129350956	4.58722206873616
89.0	379.841	16375.6	11630.904231018074	4744.695768981926	0.36915553859705363	0.6621258317801441	2.3507798563082698E-157	3.488063635048629	0.09724005425543532	4.616585059681261
90.0	383.465	15951.2	11676.287490736979	4274.912509263022	0.3721409117176364	0.6670941361548383	3.045062309627382E-156	3.5092009382471483	0.0977817892789935	4.6462177753986165
91.0	387.088	15626.0	11721.361111583925	3904.638888416075	0.3751617898241709	0.672117154453838	3.906489590231492E-155	3.530524953885298	0.098327912043137	4.676131810206444
92.0	390.711	15301.6	11766.125179733324	3535.474820266676	0.3782195832942858	0.6771970969629184	4.9669628173818556E-154	3.5520438327609587	0.09887862221442899	4.706339135232592
93.0	394.331	15208.1	11810.579820405976	3397.5201795940247	0.38131231703046814	0.6823305483227717	6.24596160981156E-153	3.573741891077389	0.09943350952220201	4.736818265952831
94.0	397.949	15121.4	11854.72519417742	3266.6748058225803	0.38444138180439696	0.6875196836954652	7.773626084628145E-152	3.5956271237439275	0.09999276972640697	4.767580958970197
95.0	401.566	15139.0	11898.561495598395	3240.4385044016053	0.38760822106502374	0.6927667567888036	9.582336088795319E-151	3.617707774977242	0.10055660432581658	4.798639357156886
96.0	405.182	15020.9	11942.088951886384	3078.8110481136155	0.3908134409995514	0.6980726268244812	1.1698920226773322E-149	3.6399861558855164	0.10112506283559329	4.829997286545143
97.0	408.796	14939.4	11985.30782266325	2954.09217733675	0.39405675695747894	0.7034366761752303	1.4136799132261482E-148	3.662458364844448	0.10169803622394447	4.861649834201102
98.0	412.409	14886.0	12028.218398338959	2857.7816016610413	0.39733968016033994	0.7088612544782966	1.6919658201676872E-147	3.6851329125039776	0.10227573185356138	4.893609578996175
99.0	416.02	14960.3	12070.8209988644	2889.4790011356	0.4006619278418233	0.7143457414153312	2.004350687780816E-146	3.708005848360317	0.10285803928648776	4.92587155690396
100.0	419.63	14814.0	12113.115972768264	2700.8840272317357	0.40402505853486687	0.71989255328899	2.3517956311656586E-145	3.7310858662472075	0.10344516990357978	4.958448647974644
101.0	423.239	14887.7	12155.103697474025	2732.5963025259753	0.4074297411296742	0.7255026309899325	2.733206226518463E-144	3.7543754496752415	0.1040371765816977	4.991344998376546
102.0	426.846	14885.1	12196.784577413991	2688.315422586009	0.41087569680692443	0.7311753512660785	3.1441395427674076E-143	3.7778705750494272	0.10463394676229526	5.0245555698847255
103.0	430.452	14913.9	12238.159044346428	2675.7409556535713	0.4143645590490993	0.7369132355427412	3.582504312466393E-142	3.8015802218519648	0.10523569806939691	5.058093714513202
104.0	434.056	14864.7	12279.227556912749	2585.472443087252	0.4178960520937995	0.7427156588675005	4.0405352309013546E-141	3.8255003165150465	0.10584231649276284	5.0919543439691095
105.0	437.659	14867.9	12319.990600511772	2547.909399488228	0.4214718618059043	0.748585215790596	4.513933021612602E-140	3.849640035025905	0.10645402393638533	5.12615113655879
106.0	441.26	14860.0	12360.448686397034	2499.551313602966	0.42509171601344536	0.75452128011436	4.991708995369711E-139	3.8739952534212896	0.10707070491983435	5.1606789544689295
107.0	444.86	14880.1	12400.602351301155	2479.4976486988453	0.4287573551691665	0.7605265223009579	5.467842241631473E-138	3.898575349830157	0.10769258573715455	5.1955518130374365
108.0	448.459	14951.3	12440.45215695226	2510.847843047739	0.43246954940324717	0.7666020136022975	5.932782927030097E-137	3.92338307527179	0.10831972443277711	5.230774362710111
109.0	452.056	14938.8	12479.998689873448	2458.8013101265515	0.4362280333634207	0.7727471273645423	6.3722645624718106E-136	3.9484142306353203	0.1089520033115824	5.266341394674866
110.0	455.652	14940.6	12519.242561696285	2421.3574383037158	0.44003463412436133	0.7789646539219074	6.779746046075274E-135	3.9736785095268887	0.10958965549332783	5.302267453066485
111.0	459.246	14947.7	12558.18440864035	2389.51559135965	0.44388909147382816	0.7852539667184313	7.140630493853827E-134	3.9991716614902324	0.11023256176681516	5.338547281449308
112.0	462.839	14947.4	12596.824891138796	2350.5751088612033	0.44779329313038047	0.7916179395916813	7.449935227388055E-133	4.0249035973331395	0.11088095993418386	5.375195789989385
113.0	466.431	14963.4	12635.16469351992	2328.235306480079	0.4517480930044841	0.798057750433678	7.699533761948288E-132	4.0508772808099485	0.11153491211171085	5.412218036359821
114.0	470.021	14853.2	12673.204523617766	2179.995476382235	0.45575324030667896	0.8045727745189183	7.877615095335419E-131	4.077088385083765	0.11219429680648137	5.449608696715843
115.0	473.609	14938.0	12710.945112548721	2227.054887451279	0.4598095810461615	0.8111641693476902	7.979025674524178E-130	4.103539752157473	0.11285917297620635	5.4873726755275305
116.0	477.197	14919.8	12748.387213229125	2171.412786770874	0.4639202856507059	0.8178368569600923	8.011123768781603E-129	4.130249227035765	0.11352997595130968	5.525536345597874
117.0	480.781	15013.2	12785.531600845856	2227.668399154145	0.46808165375714	0.8245846014798911	7.952709055694023E-128	4.157189962037048	0.11420601849213707	5.564062235766216
118.0	484.365	14949.3	12822.379072299907	2126.920927700092	0.47229923148797304	0.831416161135495	7.825889554529904E-127	4.184394999986658	0.114888116572091	5.602998509182218
119.0	487.948	15035.3	12858.930446768942	2176.3695532310576	0.4765728343130741	0.8383309871987104	7.629109061373653E-126	4.211860104404312	0.11557614982893305	5.64234007574503
120.0	491.53	15101.9	12895.186564699825	2206.7134353001748	0.4809034523863696	0.8453304288148858	7.367813149947671E-125	4.239588570360854	0.11627018665741304	5.6820926382195225
121.0	495.11	15033.7	12931.148288303111	2102.5517116968895	0.4852908638621512	0.8524138714485969	7.044624980354581E-124	4.267575888727451	0.116970100047939	5.7222507240861376
122.0	498.689	15124.1	12966.816501856485	2157.2834981435153	0.48973730321240444	0.8595846603058229	6.672833775971003E-123	4.295833159933853	0.11767615320726571	5.762831276659346
