;Raman shift;Intensity;Baseline;Corrected Intensity
209;804.691;18975.6;15803.005937657643;3172.5940623423558
210;808.148;19077.4;15821.258636635619;3256.1413633643824
211;811.603;19094.0;15839.363400405997;3254.636599594003
212;815.057;19071.3;15857.322668400815;3213.9773315991843
213;818.51;19173.2;15875.138912598472;3298.061087401529
214;821.964;19030.4;15892.814637117137;3137.5853628828645
215;825.414;19089.8;15910.352379055588;3179.447620944411
216;828.863;19075.2;15927.754706888461;3147.4452931115393
217;832.311;19056.1;15945.024220884861;3111.0757791151373
218;835.755;18919.2;15962.163552788348;2957.0364472116526
219;839.2;19020.7;15979.175365453226;3041.524634546775
220;842.643;18812.6;15996.062351304156;2816.537648695843
221;846.086;18701.6;16012.827233181044;2688.7727668189546
222;849.527;18814.9;16029.47276208916;2785.4272379108406
223;852.966;18743.3;16046.001715921499;2697.2982840785007
224;856.405;18616.1;16062.416900425318;2553.6830995746805
225;859.842;18819.3;16078.721148320863;2740.5788516791363
226;863.278;18676.4;16094.917317865187;2581.4826821348142
227;866.712;18761.1;16111.008294721138;2650.091705278861
228;870.145;18698.4;16126.996990366382;2571.403009633619
229;873.577;18658.2;16142.8863427795;2515.3136572205003
230;877.005;18782.1;16158.679315653095;2623.4206843469037
231;880.434;18746.8;16174.378897832892;2572.421102167107
232;883.862;18900.3;16189.988104398839;2710.3118956011604
233;887.289;18799.4;16205.50997615509;2593.8900238449114
234;890.714;18985.9;16220.947581008893;2764.952418991108
235;894.138;18907.3;16236.304012806408;2670.9959871935916
236;897.558;18976.0;16251.582393043305;2724.4176069566947
237;900.98;19016.6;16266.785869925205;2749.814130074794
238;904.4;19003.1;16281.91761890191;2721.1823810980877
239;907.818;19013.1;16296.980842921344;2716.119157078654
240;911.236;19102.2;16311.978772143246;2790.221227856755
241;914.65;18981.9;16326.914663888538;2654.9853361114638
242;918.065;18991.7;16341.791803380363;2649.9081966196372
243;921.478;18949.8;16356.613502391707;2593.1864976082925
244;924.89;18786.9;16371.383099194622;2415.51690080538
245;928.299;18764.4;16386.103957993022;2378.2960420069794
246;931.708;18621.6;16400.77946714598;2220.820532854017
247;935.117;18579.4;16415.413038795527;2163.986961204475
248;938.522;18449.7;16430.008107291877;2019.6918927081242
249;941.927;18373.7;16444.568128625124;1929.131871374877
250;945.332;18262.2;16459.09657898226;1803.1034210177422
251;948.735;18160.9;16473.596953841577;1687.303046158424
252;952.134;18165.9;16488.072766712397;1677.827233287604
253;955.535;18178.3;16502.52754797707;1675.7724520229276
254;958.932;17947.6;16516.964844796217;1430.6351552037813
255;962.33;18001.3;16531.38822108817;1469.9117789118282
256;965.726;17923.4;16545.801255077622;1377.5987449223794
257;969.12;17750.8;16560.207539688367;1190.5924603116327
258;972.514;17703.7;16574.61068162017;1129.089318379829
259;975.906;17606.3;16589.014299478717;1017.2857005212827
260;979.296;17613.6;16603.42202316055;1010.1779768394481
261;982.686;17503.1;16617.837492735085;885.2625072649134
262;986.073;17435.7;16632.2643583735;803.4356416265
263;989.46;17333.2;16646.706279099588;686.4937209004129
264;992.845;17284.1;16661.166921971486;622.9330780285127
265;996.23;17261.6;16675.649960912266;585.9500390877329
266;999.611;17257.6;16690.159076074327;567.4409239256711
267;1002.99;17187.7;16704.697953469567;483.0020465304333
268;1006.37;17130.1;16719.27028478428;410.82971521571744
269;1009.75;17078.8;16733.879766534777;344.9202334652218
270;1013.13;17134.9;16748.53009934567;386.369900654332
271;1016.51;17144.3;16763.22498729077;381.07501270922876
272;1019.88;17072.4;16777.968138307584;294.43186169241744
273;1023.26;17122.6;16792.763264144352;329.8367358556461
274;1026.63;17200.3;16807.614079493625;392.6859205063738
275;1030.0;17197.2;16822.524302346326;374.67569765367443
276;1033.37;17128.2;16837.497654620234;290.7023453797665
277;1036.74;17154.3;16852.537861979876;301.76213802012353
278;1040.1;17188.6;16867.64865299679;320.95134700320705
279;1043.47;17163.7;16882.83375926014;280.8662407398624
280;1046.83;17181.0;16898.096915568574;282.90308443142567
281;1050.2;17256.3;16913.441859529423;342.8581404705765
282;1053.56;17263.8;16928.87233157903;334.927668420969
283;1056.92;17196.1;16944.392075582316;251.70792441768208
284;1060.28;17146.0;16960.004838753463;185.99516124653746
285;1063.64;17130.4;16975.714370823716;154.68562917628515
286;1066.99;17181.0;16991.524423384286;189.4755766157141
287;1070.35;17150.9;17007.43874957322;143.4612504267825
