# VDIFF	I_in
-0.999722	-7.04618e-05
-0.8997383	-6.34369e-05
-0.7998045	-5.64108e-05
-0.6998101	-4.93769e-05
-0.5998468	-4.23413e-05
-0.4998859	-3.52905e-05
-0.3998931	-2.82422e-05
-0.2999377	-2.11921e-05
-0.1999486	-1.41335e-05
-0.0999637	-7.0698e-06
-3.226132e-07	3.789862e-10
0.0999916	7.0761e-06
0.1999754	1.41599e-05
0.2999673	2.12518e-05
0.3999122	2.83481e-05
0.4999163	3.54569e-05
0.5998936	4.25712e-05
0.6998568	4.96934e-05
0.7998604	5.67703e-05
0.8998155	6.39223e-05
0.9998009	7.10865e-05
