# VDIFF	I_in
-0.9997632	-6.17781e-05
-0.8997691	-5.56199e-05
-0.7998395	-4.94605e-05
-0.6998394	-4.32947e-05
-0.599859	-3.71184e-05
-0.4999108	-3.09469e-05
-0.399905	-2.47672e-05
-0.29995	-1.85852e-05
-0.1999567	-1.23957e-05
-0.0999735	-6.2006e-06
-4.070071e-07	3.411347e-10
0.0999886	6.2069e-06
0.1999789	1.24207e-05
0.2999735	1.86423e-05
0.3999262	2.48685e-05
0.4999286	3.11054e-05
0.5999154	3.7349e-05
0.6998827	4.36002e-05
0.7998727	4.9861e-05
0.8998436	5.60761e-05
0.9998315	6.23505e-05
