# VDIFF	I_in
-0.9996842	-6.12508e-05
-0.8997081	-5.51409e-05
-0.7997717	-4.90308e-05
-0.6997806	-4.29146e-05
-0.5998127	-3.67871e-05
-0.4998701	-3.06673e-05
-0.3998736	-2.454e-05
-0.2999269	-1.84127e-05
-0.1999426	-1.22787e-05
-0.0999674	-6.1412e-06
-5.3394e-06	7.40711e-10
0.0999808	6.1455e-06
0.1999577	1.2296e-05
0.2999474	1.84519e-05
0.3998868	2.46096e-05
0.4998824	3.07752e-05
0.5998598	3.69451e-05
0.6998143	4.31188e-05
0.7998015	4.92995e-05
0.8997677	5.54494e-05
0.9997426	6.16395e-05
